identifier,name,abstract,geo.latitude,geo.longitude,topAttraction,classification.name,classification.values.name,price,city
1473323c-90fb-408c-87d7-88b4b71412ab,Flag throwing – Tradition and flair,"The remarkable calmness that radiates from a Flag thrower as they effortlessly swirl their fluttering flags through the air belies the technical training of a professional Flag thrower, who has mastered 99 different ‘swings’, with both their left and right hands, whilst making it all look so incredibly easy...",46.62455146909529,8.035152762076887,False,indooroutdoorclassifications,indooroutdoor,,jungfrau
413f8011-955c-45f7-8d18-72b39176b7ab,Talking about wood,,46.6244508923706,8.03388459056838,False,indooroutdoorclassifications,indoor,,jungfrau
1f45f15c-f6b0-4178-971b-5f2a953860dd,Walk and talk in Grindelwald,,46.6244508923706,8.03388459056838,False,indooroutdoorclassifications,outdoor,,jungfrau
53513bf3-19e3-4d99-9b04-1736e8c30e0d,Seeing the Jungfrau in the air,,46.6291782,8.0497092,False,indooroutdoorclassifications,outdoor,,jungfrau
aaaeb2c7-ac65-487c-89dd-7deabe26147d,Grindelwald Glacial Gorge,"Grindelwald Glacial Gorge is an adventurous experience whatever the weather. For a thrilling experience, try balancing and climbing on the 170m² Spiderweb net hanging over the roaring Lütschine River.",46.6134203239946,8.04630848553411,False,wheelchairaccessibleclassifications,notwheelchairaccessible,,jungfrau
06e8b5ac-0184-4680-a0ef-2e2b5bbfda50,The Pfingstegg toboggan run,The Pfingstegg high above Grindelwald affords magnificent views over the whole valley.,46.61808424217273,8.058594477036262,False,indooroutdoorclassifications,outdoor,,jungfrau
e1071721-e903-4226-8542-089736dac63f,Sporty Lütschine,"One of the best rafting trips of Switzerland. Rapid and demanding river, with the most beautiful and picturesque finishing spots of all rafting tours of Switzerland. No prior experience necessary.",46.63723188981575,7.948847784649345,False,indooroutdoorclassifications,outdoor,,jungfrau
4915b306-95c6-4f0d-b38f-3b4f251736b7,Männlichen,"Worth the trip for the ascent alone: the Wengen Männlichen cable car scores extra points for the open-air balconies on the roof of its new cabins. From here, guests can enjoy spectacular views of the surrounding landscape.",46.60407896422293,7.922887775701355,False,wheelchairaccessibleclassifications,wheelchairaccessible,,jungfrau
97fc1082-8cee-4bfd-b18e-9ef5384958c3,Jungfraujoch - Top of Europe,,46.5474262293965,7.98213184103806,False,wedventype,symbolicceremony,,jungfrau
27a78d61-72ea-4b1f-9b1c-54e62e3bda09,Paradise for adventure and paragliding,"Interlaken is the number one place for fun and adventure sports. For paragliding fans, Interlaken has long been known for its excellent flying opportunities and nearly year-round good conditions.",46.68589268391814,7.857582749059678,False,sporttype,paragliding,,interlaken
57f40580-6cdc-451b-a152-525887e6e2ac,Canyoning for beginners,,46.6816813,7.8631425,False,dynamiccampaigntypes,erlebnisfinder,,interlaken
3f02764e-cb7f-4513-a2b9-8a71e22bbc5f,James Bond Trophy,Audition for the next Bond film at the Schilthorn - we are looking for the new James or Jane Bond!,46.6816813,7.8631425,False,gametype,teambuilding,,interlaken
db38447f-dcca-43c9-9426-62f6b594d038,Funky chocolate club Interlaken,,46.68482591022,7.85633236169815,False,indooroutdoorclassifications,indoor,,interlaken
f16bdf70-f047-4b33-8842-41d34ebb6a4a,Quad Tour,Guided Quadtours in winter and summer up in the Swiss Alps.,46.68497687691057,7.854647623554117,False,month,allyear,,interlaken
c2db00a3-bba6-4f2b-9d31-00314106466f,Funky Chocolate Club,"In the Chocolate Laboratory® at the Funky Chocolat Club in Interlaken, guests will be supplied with aprons, chef hats and all the ingredients. Professional chocolatiers will share the techniques, tips and tricks of tempering of chocolate, melting, pouring and filling molds.",46.68497687691057,7.854647623554117,False,month,allyear,,interlaken
ae303d42-839c-4955-8124-df0e37f4bdd7,Interlaken - the paradise for water sports,"The region around Interlaken offers a variety of water sports and thus, fun and excitement for everyone.",46.68497687691057,7.854647623554117,False,indooroutdoorclassifications,outdoor,,interlaken
814e1fe7-57d2-4dbf-9cc9-37c0141f214a,GoldenPass Express,The GoldenPass Express redefines the travel experience between Interlaken and Montreux. ,46.68497687691057,7.854647623554117,False,toursandsightseeingtype,trainrides,,interlaken
3f5ab7e7-e5f6-4e53-83f2-e418c93cbc06,Live Escape Adventure,"MysteryRooms is a special Escape games, adventure games and team building events company. Whether for singles, couples, large groups, or corporate customers MysteryRooms develops special experience events that not only guarantee a high fun factor, but also promote team spirit and also require logical thinking.",46.68497687691057,7.854647623554117,False,indooroutdoorclassifications,indoor,,interlaken
205bb453-05be-4d09-9d62-6e60f53140a5,Switzerland’s DDLJ tour,,46.68497688,7.854647624,False,indooroutdoorclassifications,indooroutdoor,,interlaken
2b1adc68-2058-4f3f-8b88-f4f99f377c8a,Easy Saxeten Canyon,"Unsure whether canyoning is something for you? Well as easy, yet real canyon, there’s no better place to find out than the Saxeten Canyon!",46.68601487056362,7.853688308012418,False,sporttype,canyoning,,interlaken
f5f01c14-513b-4306-b8b7-412769c13300,Schwendi Brönd wildlife watching,,46.6848960981445,7.85374614376372,False,indooroutdoorclassifications,indooroutdoor,,interlaken
f1d18633-0342-460d-8060-34e7e807b38e,Thun’s hidden treasures,,46.6848960981445,7.85374614376372,False,dynamiccampaigntypes,erlebnisfinder,,interlaken
693358cc-49ab-4535-9bae-77371ee15c9c,By E-bike through the Oberland,,46.6848960981445,7.85374614376372,False,indooroutdoorclassifications,outdoor,,interlaken
3c832aac-a734-4a97-9921-b32f5714e0ac,Paragliding in the Oberland,,46.6848960981445,7.85374614376372,False,indooroutdoorclassifications,outdoor,,interlaken
14a5c74f-eddf-4ffb-bd12-347809606562,Hang-gliding,,46.6848960981445,7.85374614376372,False,indooroutdoorclassifications,outdoor,,interlaken
c535cb18-40a9-491c-b43f-76f08c8a3b4b,River rafting Lütschine,,46.6831387,7.8521791,False,indooroutdoorclassifications,outdoor,,interlaken
981cbc28-a1ef-4b20-aa22-b4073bea768e,Swiss Food and Culture Tour,,46.6831387,7.8521791,False,indooroutdoorclassifications,indooroutdoor,,interlaken
67be75a9-d309-4dc2-8b64-b72494436833,Walking tour in Interlaken,,46.6831387,7.8521791,False,indooroutdoorclassifications,outdoor,,interlaken
92a3a9b6-0988-4fd5-a02d-acea9f48a43a,Golf in the Bernese Oberland region,"The majestic Eiger, Mönch and Jungfrau summits, crystal-clear lakes and picturesque villages of the Bernese Oberland present a natural paradise for all nature lovers.",46.68712405893188,7.850454966633675,False,sporttype,golfing,,interlaken
21ac87a0-d5d4-415e-8974-db7967d967a0,Jungfrau Park - The Fantastic Mysteries of our World,"For the first time ever, the great mysteries of the world are available at one location to be experienced and sensed.",46.6818697290423,7.879562742671981,False,indooroutdoorclassifications,indoor,,interlaken
b685c487-965f-4a87-a919-2a1065708f1b,All-weather toboggan run at Heimwehfluh,The romantic and nostalgic cableway from 1906 takes you to Interlaken's vantage point and sun-terrace.,46.6772019582927,7.85122087903122,False,indooroutdoorclassifications,indooroutdoor,,interlaken
71a7834b-268b-448e-81aa-edd253699b07,Harderbahn,"In just ten minutes, the panorama funicular takes guests from Interlaken up to its local mountain Harder Kulm.",46.69728472982629,7.851669943418307,False,wheelchairaccessibleclassifications,wheelchairaccessible,,interlaken
da4ab5bb-6d8a-40a0-802f-f3e12dd16022,Fixed Rope Park on Mt. Rugen,,46.67403805201062,7.85468100004092,False,indooroutdoorclassifications,outdoor,,interlaken
48a61810-2c4e-472d-81d1-0c8b55027c54,Burgseewli natural bathing beach,Swimming and snorkelling among ducks and water-lilies in clean water in a nature reserve.,46.69744566831007,7.885351225420162,False,indooroutdoorclassifications,outdoor,,interlaken
fd1052fd-da84-4c39-ab89-9d2801207b66,The cockpit of a steam engine,,46.6636406853,7.8615783739,False,indooroutdoorclassifications,outdoor,,interlaken
7eec10df-1362-41bf-b896-a2daaf01dcc4,Planet Trail Ringgenberg-Goldswil,The Planet Trail Ringgenberg-Goldswil describes our relationship to the solar system in easily understandable language.,46.70074134401878,7.893629052843364,False,indooroutdoorclassifications,outdoor,,interlaken
272c6b4a-c26c-4d7c-8ce3-594e00ea4997,Trail of the Three Waterfalls,"Water may splash, and it can also babble, hiss, roar and thunder. For an exhilarating hike try the Trail of the Three Waterfalls from Bönigen via Iseltwald to Brienz.",46.6884440019395,7.90943515825193,False,indooroutdoorclassifications,outdoor,,interlaken
908a0920-9edf-4aca-827d-3c9b18d63151,Wildlife viewing in Habkern,,46.7239805,7.8594837,False,indooroutdoorclassifications,indooroutdoor,,interlaken
bc763d03-122e-4dc5-9920-5b3feeb581d3,Visit the Alphorn factory,Guided tour of the alphorn factory in Habkern,46.72744613029106,7.864158451203922,False,month,allyear,,interlaken
29ce6850-7a20-43dc-8ff0-4fbe47804c38,Schynige Platte,"This great experience starts right when guests step into the open coaches of the nostalgic cog railway. And the higher the train climbs, the more breathtaking becomes the mountain view that reveals itself.",46.6523535705527,7.911327899430514,False,indooroutdoorclassifications,indooroutdoor,,interlaken
c25c4934-a8ab-4876-b4af-3ec2e6f429d5,Alpine Orientation Hike - Beatenberg-Niederhorn,"The orientation hike at almost 2,000 meters above sea level is a fascinating experience: Three different trails between Niederhorn and Vorsass invite you to enjoy an orientation hike.",46.69771987717442,7.794628873428477,False,indooroutdoorclassifications,outdoor,,interlaken
3bc919da-31f5-469d-8490-03a560c2d1e2,Trekking with goats,Trekking like in Giessenpeter’s time: the tame goats carry the luggage and accompany the trek with loud bleating and joyful jumps.,46.715308893649,7.92545515265055,False,indooroutdoorclassifications,outdoor,,interlaken
9632d8c5-4f34-4691-9381-a729f89423f1,St. Beatus play and adventure trail,The legend of St. Beatus is told in stages at the various stations. Individual play and adventure areas are dotted along the trail.,46.69593751693772,7.789217508909417,False,indooroutdoorclassifications,outdoor,,interlaken
c758b921-2e0b-48f8-b4db-04ba586b075d,St. Beatus Caves ,The St. Beatus Caves high above Lake Thun are a chance to discover a unique underground world.,46.6849012199551,7.78178246441803,False,indooroutdoorclassifications,indooroutdoor,,interlaken
42759974-3963-4544-9b31-c9ed2e84dd14,A visit to Waldbrand fortress,,46.6898013075358,7.77025539688766,False,indooroutdoorclassifications,indoor,,interlaken
1bb53736-e98a-4c8c-a9db-b7930dca92c8,Hiking around Beatenberg,,46.6898013075358,7.77025539688766,False,indooroutdoorclassifications,outdoor,,interlaken
53805b6e-073a-4b23-8609-f1e0e6d29d9e,Observing nature and wildlife on the Niederhorn,The early hours offer the best opportunity to observe wildlife in its natural habitat.,46.7105257786227,7.77513607671404,False,indooroutdoorclassifications,outdoor,,interlaken
af23fbf8-cd21-4367-ba33-9a068a300207,Travelling by scooter-bike,Trotti adventure on the Niederhorn - fun for young and old.,46.70046507924374,7.770235548043805,False,indooroutdoorclassifications,outdoor,,interlaken
e1071721-e903-4226-8542-089736dac63f,Sporty Lütschine,"One of the best rafting trips of Switzerland. Rapid and demanding river, with the most beautiful and picturesque finishing spots of all rafting tours of Switzerland. No prior experience necessary.",46.63723188981575,7.948847784649345,False,indooroutdoorclassifications,outdoor,,interlaken
6c737ad3-8f90-44a4-9582-f5a81a39d499,Hiking with 7 goats,,46.7373659714,7.9621070392,False,indooroutdoorclassifications,outdoor,,interlaken
fa2e3f04-cb31-4b06-8963-5ea8c7578aa2,City tour: City tour by City train,,47.05015558517909,8.310263823233747,False,indooroutdoorclassifications,indoor,,lucerne
074a0d33-b705-4a12-8fa5-c21314d71856,Steamship adventure for the whole family,"Take a ride on a nostalgic paddle steamer across Lake Lucerne with its beautiful landscape, marvel at villas and castles, discover culinary specialities or enjoy a hearty breakfast: the possibilities are endless when you embark from Lucerne.",47.05110969922571,8.310187197845456,False,wheelchairaccessibleclassifications,partiallywheelchairaccessible,,lucerne
b049ed6a-cf60-4048-8a36-1f50f79886e1,Experience the magic of the KKL Lucerne,KKL Luzern is a centre of sheer inspiration. A place where outstanding concerts come together with exquisite food and drink plus charming service to offer an overall experience to savour. There remains a fascination for the work of French architect Jean Nouvel – with over 500 events and more than half a million visitors per year underlining the great appeal of the venue.,47.0503055879548,8.311832443549182,False,seasons,winter,,lucerne
871e5bf8-aa9c-479d-bb39-a1ddf61972d0,night-life-1,"Equipped to international standards, the Vegas Club offers a light show that is second to none.",47.05117005554225,8.309345848331652,False,indooroutdoorclassifications,indoor,,lucerne
83670ec8-29dd-4445-8ca9-49b213c55f81,Extreme Dining,"Open your eyes and discover a table set on a mountain peak, in the middle of a forest or in a stream down in the valley.",47.05117005554225,8.309345848331652,False,seasons,spring,,lucerne
6cb64f4d-ff9c-4a53-a238-3beaf486e539,Eichhof Brewery Tour,Eichhof is a proud beer of a proud region. Brewed in the heart of Switzerland. A beer that has been appreciated throughout the whole country for more than 180 years.,47.05117005554225,8.309345848331652,False,month,allyear,,lucerne
682660cf-893d-4e25-a58b-b053f8a9dbe2,From painted facades to word plays,,47.05117006,8.309345848,False,indooroutdoorclassifications,indooroutdoor,,lucerne
65383282-1a20-4a50-9f48-281ef4639760,Voralpen-Express,"The gentle side of Switzerland: It’s not all 4000-metre mountains and deep ravines. On the Voralpen-Express, visitors discover a different kind of Switzerland – undulating hills, picturesque villages and lovely orchards.",47.05117005554225,8.309345848331652,False,toursandsightseeingtype,trainrides,,lucerne
3c4a83b1-a921-46b2-adde-d8d9b329541a,A visit to Lucerne Culture and Congress Centre,,47.05117006,8.309345848,False,indooroutdoorclassifications,indoor,,lucerne
1d146002-9231-42ff-b373-773fce10997e,Bake your pizza at the Richemont bakery school,The Bakery school offers you the opportunity to create all sorts of pizza treats with our specialists.,47.05117005554225,8.309345848331652,False,gametype,teambuilding,,lucerne
138de462-b0bc-45fb-a7ba-77cd959aa3d7,Lake Lucerne in a ship’s hold,,47.05117006,8.309345848,False,indooroutdoorclassifications,indooroutdoor,,lucerne
0ad693b0-1e26-4a12-b706-2cea250b67c4,Brewery Tour,"We show you how and where the ""Luzerner Bier"" is brewed and bottled, and we invite you to taste it.",47.05117005554225,8.309345848331652,False,toursandsightseeingtype,themed_evenings,,lucerne
31228594-ccf0-432d-b61a-b1fcfcec002c,Beromünster Radio Trail,"The municipality of Beromünster is also known as the home of Swiss radio, because Radio Beromünster has ruled the airwaves of German-speaking Switzerland since the 1930s.. You can find out more about the radio’s history by hiking along the Beromünster Radio Trail. ",47.0507532,8.3080346,False,wheelchairaccessibleclassifications,wheelchairaccessible,,lucerne
f52002c4-6f2f-4928-91fb-e047be4c977d,Zytturm,Zyt Tower is one of nine towers that are part of the town fortifications of Lucerne. Two giants carry the face of its time-honored clock on its façade. There are nine more historic tower clocks inside the tower.,47.04839616188818,8.309774608448258,False,indooroutdoorclassifications,indoor,,lucerne
cc09b386-73bb-4ff6-a99a-18eb2e82d9ba,Take a boat trip on the Saphir panorama yacht,"The chic ambience, aqua terrace and gorgeous views of the lake, city and mountains all make for a relaxing and enjoyable trip. A boat trip on the Saphir panorama yacht around Lake Lucerne offers a feast for your senses. 
",47.0483961618882,8.30977460844826,False,indooroutdoorclassifications,indooroutdoor,,lucerne
07987424-28a3-4adb-9fcb-92735d46701e,Lucerne’s summer bars on the water,"Visitors to Lucerne can sip a cool, refreshing drink at one of the city’s most hip summer bars while admiring wonderful views of Lake Lucerne.",47.04838716740394,8.309774462376916,False,indooroutdoorclassifications,indooroutdoor,,lucerne
8fbadf34-efff-40a3-be46-01465585ebc5,Chapel Bridge and Water Tower,"Lucerne's landmark is considered to be Europe's oldest covered bridge. It was built in the 14th century and was originally a part of the city fortifications. The pictorial panels, which were incorporated in the 17th century, contain scenes of Swiss history as well as the Lucerne's history.",47.05153589094595,8.307364400939145,False,indooroutdoorclassifications,outdoor,,lucerne
5947397a-98be-4d3f-a73d-3cf7fc57d800,Neustadt walking route,South of the River Reuss and west of Lucerne train station lies the Hirschmatt-Neustadt district. You’ll discover this urban district on a city walk.,47.0488633177413,8.30628472498481,False,indooroutdoorclassifications,outdoor,,lucerne
c66dba43-7828-4f6d-a5f9-0d7cf619c7b2,Jesuit Church,,47.05062517060043,8.305270170536327,False,indooroutdoorclassifications,indoor,,lucerne
e2eefed1-fdd1-4d05-be92-c28589d26043,Chocolate heaven,"After a tasting, the whole family can learn how to make chocolate in the chocolatier’s workshop.",47.0540165,8.3096977,False,dynamiccampaigntypes,erlebnisfinder,,lucerne
a66eb87e-80ba-4e0f-8a66-912480e1f386,Golf in the Lake Lucerne region,"Central Switzerland attracts visitors with a wealth of historic landmarks and the beauty of its natural landscapes. Not forgetting Lucerne and the renowned ""Kappellbrücke"" chapel bridge.",47.051884497772,8.305277356073118,False,indooroutdoorclassifications,outdoor,,lucerne
2398342e-f1c7-4724-81bf-51f70dda78d4,Ufschötti,The “Ufschötti” – the extensive expanse of greenery by the lake – is the place half of Lucerne heads for in the summer A 200-metre-long strip of sandy beach gives all its visitors real seaside vibes.,47.0467303,8.308036031200816,False,indooroutdoorclassifications,outdoor,,lucerne
b7042635-aada-4f3a-9bce-8d0b91c6cb30,Musegg Wall,"The Water Tower, Chapel Bridge and Musegg Wall dominate the historical skyline of the city of Lucerne. However, the best view of the lake basin can be enjoyed from the path that runs along the Musegg Wall.",47.0543410630142,8.30449066172426,False,indooroutdoorclassifications,outdoor,,lucerne
198b3536-fd5d-46ef-9450-b7a622fca53b,Max Chocolatier,“Who thought there would be a healthy chocolate heaven?”,47.0463013,8.3039193,False,indooroutdoorclassifications,indoor,,lucerne
b8f41b65-8d69-41a0-8d9b-12ff0b54f046,"Discover watchmaking ""live""",Experienced live watchmaking and discover the secrets of this traditional craft.,47.0564023,8.311615,False,month,allyear,,lucerne
b57d70d1-3614-46d5-abaf-6dae69fc2fa1,Voluntary work in the mountains,,47.0562566,8.3146654,False,indooroutdoorclassifications,indooroutdoor,,lucerne
e4b3000e-a650-4233-ab9a-bd290daf1871,Foxtrail – fun in Graubünden,"In the Graubünden region, the scavenger hunt is available in Davos, Lenzerheide and Flims Laax Falera. The fox has laid its trails between the Alps and mountain lakes. Whether navigating waterfalls, teasing out clues from local animals or sniffing cheese, the fox has devised many puzzles that will definitely keep teams interested.",47.0416576,8.31863329999999,False,indooroutdoorclassifications,outdoor,,lucerne
cfb3e79c-8591-4ea6-b598-dd6370584bb8,Foxtrail – Puzzle fun in Western Switzerland,"In Western Switzerland, the scavenger hunt is available in Lausanne and Jura. The fox invites you to search for tricky clues in both the Olympic capital and the hilly Jura. Participants must have all their wits about them and use various means of transport to keep up with the fox.",47.0416576,8.31863329999999,False,indooroutdoorclassifications,outdoor,,lucerne
9bb064de-8c30-44ed-8ab0-3de4fcf75ce9,Foxtrail – Puzzle fun in Valais,"In Valais, the scavenger hunt is available in Saas-Fee, Riederalp and Zinal. Its tracks take you through idyllic countryside with historic mountain villages, sparkling mountain streams and mystical Alpine lakes, across meadows and through forests.",47.0416576,8.31863329999999,False,indooroutdoorclassifications,outdoor,,lucerne
9ab495cd-e546-4102-8c1c-3dbc288f0c1e,Foxtrail – fun in St. Gallen,"The fox takes chasers on four different trails across St. Gallen.   The fox hides away in the “city of a thousand stairs”, as intricate as a piece of St. Gallen embroidery.   Be careful not to lose the scent at the train station already.",47.0416576,8.31863329999999,False,indooroutdoorclassifications,outdoor,,lucerne
